0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 76, 0
0, 30, 19
0, 30, 19
0, 59, 19
0, 30, 19
0, 89, 19
0, 30, 19
0, 80, 0
0, 59, 19
0, 60, 19
0, 102, 38
0, 257, 38
0, 125, 38
0, 134, 0
0, 132, 38
0, 102, 38
0, 125, 38
0, 59, 19
0, 59, 19
0, 30, 19
0, 29, 19
0, 108, 38
0, 101, 38
0, 150, 38
0, 107, 38
0, 101, 38
0, 108, 38
0, 149, 38
0, 107, 38
0, 149, 38
0, 108, 38
0, 102, 38
0, 30, 19
0, 36, 38
0, 106, 57
0, 98, 57
0, 93, 57
0, 86, 57
0, 53, 38
0, 36, 38
0, 29, 38
0, 54, 38
0, 60, 38
0, 30, 38
0, 53, 38
0, 36, 38
0, 35, 38
0, 53, 38
0, 36, 38
0, 29, 38
0, 54, 39
0, 71, 38
0, 42, 38
0, 0, 0
