0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 59, 18
0, 0, 0
0, 150, 19
0, 59, 19
0, 90, 19
0, 60, 19
0, 89, 19
0, 59, 19
0, 90, 19
0, 59, 19
0, 82, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 60, 19
0, 90, 19
0, 60, 19
0, 90, 19
0, 60, 19
0, 59, 19
0, 60, 19
0, 90, 19
0, 90, 19
0, 60, 19
0, 60, 19
0, 75, 0
0, 90, 19
0, 90, 19
0, 59, 19
0, 120, 19
0, 75, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 128, 0
0, 234, 38
0, 334, 57
0, 474, 57
0, 798, 37
0, 39, 78
